D112210000182,12,2,Chiba Prefectural Chiba Nishi High School,"3-30-3 Isobe, Mihama-ku, Chiba City, Chiba Prefecture"
D112210000191,12,2,Chiba Prefectural Keihashi High School,"381-1 Chikusa-cho, Hanamigawa-ku, Chiba City, Chiba Prefecture"
D112210000208,12,2,Chiba Prefectural Makuhari Sogo High School,"3-1-6 Wakaba, Mihama-ku, Chiba City, Chiba Prefecture"
D112210000217,12,2,Chiba Prefectural Choshi High School,"943 Minami Ogawa-cho, Choshi City, Chiba Prefecture"
D112210000226,12,2,Chiba Prefectural Choshi Commercial High School,"1781 Daicho, Choshi City, Chiba Prefecture"
D112210000235,12,2,Chiba Prefectural Kokufudai High School,"2-4-1 Kokufudai, Ichikawa City, Chiba Prefecture"
D112210000244,12,2,Chiba Prefectural Kokubu High School,"2-2-1 Inagoe, Ichikawa City, Chiba Prefecture"
D112210000253,12,2,Chiba Prefectural Gyotoku High School,"4-1-1 Shiohama, Ichikawa City, Chiba Prefecture"
D112210000262,12,2,Chiba Prefectural Ichikawa Higashi High School,"4-2191 Kitakatacho, Ichikawa City, Chiba Prefecture"
D112210000271,12,2,Chiba Prefectural Ichikawaminami High School,"1509 Takaya, Ichikawa City, Chiba Prefecture"
D112210000280,12,2,Chiba Prefectural Ichikawa Technical High School,"3-10-10 Hirata, Ichikawa City, Chiba Prefecture"
D112210000299,12,2,Chiba Prefectural Funabashi High School,"6-1-1 Higashifunabashi, Funabashi City, Chiba Prefecture"
D112210000306,12,2,Chiba Prefectural Yakuendai High School,"5-34-1 Yakuendai, Funabashi City, Chiba Prefecture"
D112210000315,12,2,Chiba Prefectural Funabashi Higashi High School,"2-13-1 Shibayama, Funabashi City, Chiba Prefecture"
D112210000324,12,2,Chiba Prefectural Funabashi Shibayama High School,"7-39-1 Shibayama, Funabashi City, Chiba Prefecture"
D112210000333,12,2,Chiba Prefectural Funabashi Futawa High School,"1-3-1 Futawa Nishi, Funabashi City, Chiba Prefecture"
D112210000342,12,2,Chiba Prefectural Funabashi Kowagama High School,"586 Kowakamacho, Funabashi City, Chiba Prefecture"
D112210000351,12,2,Chiba Prefectural Funabashi Hoden High School,"4-1-1 Fujiwara, Funabashi City, Chiba Prefecture"
D112210000360,12,2,Chiba Prefectural Funabashi Totomi High School,"656-8 Toyotomicho, Funabashi City, Chiba Prefecture"
D112210000379,12,2,Chiba Prefectural Funabashi Kita High School,"133-1 Jimbocho, Funabashi City, Chiba Prefecture"
D112210000388,12,2,Chiba Prefectural Awa High School,"385 Yahata, Tateyama City, Chiba Prefecture"
D112210000397,12,2,Chiba Prefectural Tateyama Sogo High School,"106 Hojo, Tateyama City, Chiba Prefecture"
D112210000404,12,2,Chiba Prefectural Kisarazu High School,"4-1-1 Bunkyo, Kisarazu City, Chiba Prefecture"
D112210000413,12,2,Chiba Prefectural Kisarazu Higashi High School,"2-2-45 Kisarazu, Kisarazu City, Chiba Prefecture"
D112210000422,12,2,Chiba Prefectural Matsudo High School,"590-1 Nakawakura, Matsudo City, Chiba Prefecture"
D112210000431,12,2,Chiba Prefectural Kogane High School,"2-14-1 Shinmatsudo Kita, Matsudo City, Chiba Prefecture"
D112210000440,12,2,Chiba Prefectural Matsudo International High School,"5-6-1 Goko Nishi, Matsudo City, Chiba Prefecture"
D112210000459,12,2,Chiba Prefectural Matsudo Minami High School,"1199 Kamijiki, Matsudo City, Chiba Prefecture"
D112210000468,12,2,Chiba Prefectural Matsudo Rokumi High School,"5-150-1 Rokkodai, Matsudo City, Chiba Prefecture"
D112210000477,12,2,Chiba Prefectural Matsudo Mabashi High School,"1-7-1 Asahicho, Matsudo City, Chiba Prefecture"
D112210000486,12,2,Chiba Prefectural Shimizu High School,"482 Shimizu, Noda City, Chiba Prefecture"
D112210000495,12,2,Chiba Prefectural Noda Chuo High School,"713 Yatsu, Noda City, Chiba Prefecture"
D112210000501,12,2,Chiba Prefectural Sawara High School,"2685 Saharai, Katori City, Chiba Prefecture"
D112210000510,12,2,Chiba Prefectural Sawara Hakuyo High School,"861 Saharai, Katori City, Chiba Prefecture"
D112210000529,12,2,Chiba Prefectural Chosei High School,"286 Takashi, Mobara City, Chiba Prefecture"
D112210000538,12,2,Chiba Prefectural Mobara High School,"1300 Takashi, Mobara City, Chiba Prefecture"
D112210000547,12,2,Chiba Prefectural Mobara Shoyo High School,"283 Kambayashi, Mobara City, Chiba Prefecture"
D112210000556,12,2,Chiba Prefectural Narita Seiryo High School,"20 Matsuzaki, Narita City, Chiba Prefecture"
D112210000565,12,2,Chiba Prefectural Narita International High School,"3-16 Karabe, Narita City, Chiba Prefecture"
D112210000574,12,2,Chiba Prefectural Narita Kita High School,"5-1 Tamatsukuri, Narita City, Chiba Prefecture"
D112210000583,12,2,Chiba Prefectural Sakura High School,"18 Nabeyama-cho, Sakura City, Chiba Prefecture"
D112210000592,12,2,Chiba Prefectural Sakura Higashi High School,"278 Jonaicho, Sakura City, Chiba Prefecture"
D112210000609,12,2,Chiba Prefectural Sakura Nishi High School,"263 Shimoshizu, Sakura City, Chiba Prefecture"
D112210000618,12,2,Chiba Prefectural Sakura Minami High School,"1956 Ota, Sakura City, Chiba Prefecture"
D112210000627,12,2,Chiba Prefectural Togane High School,"1410 Togane, Togane City, Chiba Prefecture"
D112210000636,12,2,Chiba Prefectural Togane Commercial High School,"1641-1 Kugadai, Matsunogo, Togane City, Chiba Prefecture"
D112210000645,12,2,Chiba Prefectural Sosa High School,"1630 Yokaichiba I, Sosa City, Chiba Prefecture"
D112210000654,12,2,Chiba Prefectural Asahi Agricultural High School,"Ro1, Asahi City, Chiba Prefecture"
D112210000663,12,2,Chiba Prefectural Toso Technical High School,"5146 Kamanashi Kawanishi, Asahi City, Chiba Prefecture"
D112210000672,12,2,Chiba Prefectural Tsudanuma High School,"5-9-1 Akitsu, Narashino City, Chiba Prefecture"
D112210000681,12,2,Chiba Prefectural Mimomi High School,"22-1 Mimomi Hongo, Narashino City, Chiba Prefecture"
D112210000690,12,2,Chiba Prefectural Higashi Katsushika High School,"3-2-1 Asahicho, Kashiwa City, Chiba Prefecture"
D112210000707,12,2,Chiba Prefectural Kashiwa High School,"254 Fuse, Kashiwa City, Chiba Prefecture"
D112210000716,12,2,Chiba Prefectural Kashiwa Minami High School,"1705 Masuo, Kashiwa City, Chiba Prefecture"
D112210000725,12,2,Chiba Prefectural Hakuryo High School,"444-1 Sakai, Kashiwa City, Chiba Prefecture"
D112210000734,12,2,Chiba Prefectural Kashiwa Chuo High School,"884-1 Matsugasaki, Kashiwa City, Chiba Prefecture"
D112210000743,12,2,Chiba Prefectural Kashiwanoha High School,"6-1 Kashiwanoha, Kashiwa City, Chiba Prefecture"
D112210000752,12,2,Chiba Prefectural Ichihara High School,"655 Ushiku, Ichihara City, Chiba Prefecture"
D112210000761,12,2,Chiba Prefectural Keiyo High School,"222 Shimano, Ichihara City, Chiba Prefecture"
D112210000770,12,2,Chiba Prefectural Ichihara Midori High School,"1531 Noman, Ichihara City, Chiba Prefecture"
D112210000789,12,2,Chiba Prefectural Anesaki High School,"2632 Anesaki, Ichihara City, Chiba Prefecture"
D112210000798,12,2,Chiba Prefectural Ichihara Hachiman High School,"1877-1 Yawata, Ichihara City, Chiba Prefecture"
D112210000805,12,2,Chiba Prefectural Nagareyama High School,"2-98 Higashi Hatsuishi, Nagareyama City, Chiba Prefecture"
D112210000814,12,2,Chiba Prefectural Nagareyama Minami High School,"9-800-1 Nagareyama, Nagareyama City, Chiba Prefecture"
D112210000823,12,2,Chiba Prefectural Nagareyamakita High School,"7-1 Nakano Kugi, Nagareyama City, Chiba Prefecture"
D112210000832,12,2,Chiba Prefectural Nagareyama Otakanomori High School,"275-5 Ohan, Nagareyama City, Chiba Prefecture"
D112210000841,12,2,Chiba Prefectural Yachiyo High School,"1-1-1 Katsutadai Minami, Yachiyo City, Chiba Prefecture"
D112210000850,12,2,Chiba Prefectural Yachiyo Higashi High School,"881-1 Murakami, Yachiyo City, Chiba Prefecture"
D112210000869,12,2,Chiba Prefectural Yachiyo Nishi High School,"2405-1 Yoshibashi, Yachiyo City, Chiba Prefecture"
D112210000878,12,2,Chiba Prefectural Abiko High School,"18-4 Wakamatsu, Abiko City, Chiba Prefecture"
D112210000887,12,2,Chiba Prefectural Nagasa High School,"100 Yokonagisa, Kamogawa City, Chiba Prefecture"
D112210000896,12,2,Chiba Prefectural Kamagaya High School,"1-4-1 Higashido Nobe, Kamagaya City, Chiba Prefecture"
D112210000903,12,2,Chiba Prefectural Kamagaya Nishi High School,"284-7 Hatsutomi, Kamagaya City, Chiba Prefecture"
D112210000921,12,2,Chiba Prefectural Kimitsu Aoba High School,"48 Aoyagi, Kimitsu City, Chiba Prefecture"
D112210000930,12,2,Chiba Prefectural Kimitsu High School,"454 Sakata, Kimitsu City, Chiba Prefecture"
D112210000949,12,2,Chiba Prefectural Amaha High School,"229 Kazuma, Futtsu City, Chiba Prefecture"
D112210000958,12,2,Chiba Prefectural Kimitsu Commercial High School,"1172 Iwase, Futtsu City, Chiba Prefecture"
D112210000967,12,2,Chiba Prefectural Urayasu High School,"2-36-2 Kairaku, Urayasu City, Chiba Prefecture"
D112210000976,12,2,Chiba Prefectural Urayasu Minami High School,"9-4-1 Takasu, Urayasu City, Chiba Prefecture"
D112210000985,12,2,Chiba Prefectural Yotsukaido High School,"809-2 Kawatari, Yotsukaido City, Chiba Prefecture"
D112210000994,12,2,Chiba Prefectural Yotsukaido Kita High School,"1055-4 Kuriyama, Yotsukaido City, Chiba Prefecture"
D112210001001,12,2,Chiba Prefectural Shonan High School,"678-3 Iwai, Kashiwa City, Chiba Prefecture"
D112210001010,12,2,Chiba Prefectural Numami Takayanagi High School,"995 Takayanagi, Kashiwa City, Chiba Prefecture"
D112210001029,12,2,Chiba Prefectural Sekijuku High School,"4376 Kimagase, Noda City, Chiba Prefecture"
D112210001038,12,2,Chiba Prefectural Yachimata High School,"145-3 Yachimataro, Yachimata City, Chiba Prefecture"
D112210001047,12,2,Chiba Prefectural Inba Meisei High School,"1420-9 Kusabuka, Inzai City, Chiba Prefecture"
D112210001056,12,2,Chiba Prefectural Shirai High School,"1-8-1 Ikenoue, Shirai City, Chiba Prefecture"
D112210001065,12,2,Chiba Prefectural Tomisato High School,"181-1 Nanae, Tomisato City, Chiba Prefecture"
D112210001074,12,2,Chiba Prefectural Shimousa High School,"247 Nagoya, Narita City, Chiba Prefecture"
D112210001083,12,2,Chiba Prefectural Omigawa High School,"4735-1 Omigawa, Katori City, Chiba Prefecture"
D112210001092,12,2,Chiba Prefectural Tako High School,"3236 Tako, Tako-cho, Katori-gun, Chiba Prefecture"
D112210001109,12,2,Chiba Prefectural Kujukuri High School,"1910 Katagai, Kujukuri-cho, Sammu-gun, Chiba Prefecture"
D112210001118,12,2,Chiba Prefectural Narito High School,"3596 Narito, Sammu City, Chiba Prefecture"
D112210001127,12,2,Chiba Prefectural Matsuo High School,"546 Otsumi, Matsuo-cho, Sammu City, Chiba Prefecture"
D112210001136,12,2,Chiba Prefectural Oami High School,"435-1 Oami, Oami Shirasato City, Chiba Prefecture"
D112210001145,12,2,Chiba Prefectural Ichinomiya Commercial High School,"3287 Ichinomiya, Ichinomiya-cho, Chosei-gun, Chiba Prefecture"
D112210001154,12,2,Chiba Prefectural Otaki High School,"481 Otaki, Otaki-cho, Isumi-gun, Chiba Prefecture"
D112210001163,12,2,Chiba Prefectural Ohara High School,"7985 Ohara, Isumi City, Chiba Prefecture"
D112210001172,12,2,Chiba Prefectural Awa Takushin High School,"1604 Umibata, Wadacho, Minamiboso City, Chiba Prefecture"
D112210001181,12,2,Chiba Prefectural Sodegaura High School,"530 Kanna, Sodegaura City, Chiba Prefecture"
D112210001190,12,2,Chiba Prefectural Funabashi Keimei High School,"333 Asahicho, Funabashi City, Chiba Prefecture"
D112210001207,12,2,Chiba Prefectural Ichikawa Subaru High School,"1-1-1 Higashikokubu, Ichikawa City, Chiba Prefecture"
D112210001216,12,2,Chiba Prefectural Matsudo Koyo High School,"682 Akiyama, Matsudo City, Chiba Prefecture"
D112210001225,12,2,Chiba Prefectural Abiko Higashi High School,"172 Shinda, Abiko City, Chiba Prefecture"
D112210001234,12,2,Chiba City Chiba High School,"9-46-1 Konakadai, Inage-ku, Chiba City, Chiba Prefecture"
D112210001243,12,2,Chiba City Inage High School,"3-1-1 Takahama, Mihama-ku, Chiba City, Chiba Prefecture"
D112210001252,12,2,Choshi Municipal Choshi High School,"2689 Kasugacho, Choshi City, Chiba Prefecture"
D112210001261,12,2,Funabashi City Funabashi High School,"4-5-1 Market, Funabashi City, Chiba Prefecture"
D112210001270,12,2,Matsudo City Matsudo High School,"2-7-5 Kamijiki, Matsudo City, Chiba Prefecture"
D112210001289,12,2,Narashino City Narashino High School,"1-2-1 Higashi-Narashino, Narashino City, Chiba Prefecture"
D112210001298,12,2,Kashiwa City Kashiwa High School,"325-1 Funatoyama Takano, Kashiwa City, Chiba Prefecture"
D112310000019,12,3,Chiba University of Economics High School,"4-3-30 Todoroki-cho, Inage-ku, Chiba City, Chiba Prefecture"
D112310000028,12,3,Chiba Meitoku High School,"1412 Minamiimimachi, Chuo-ku, Chiba City, Chiba Prefecture"
D112310000037,12,3,Keiai Gakuen High School,"1-5-21 Anagawa, Inage-ku, Chiba City, Chiba Prefecture"
D112310000046,12,3,Uekusa Gakuen University High School,"2-8-9 Benten, Chuo-ku, Chiba City, Chiba Prefecture"
D112310000055,12,3,Chiba Sacred Heart High School,"1-17-6 Dojokita, Chuo-ku, Chiba City, Chiba Prefecture"
D112310000064,12,3,Showa Gakuin Shuei High School,"1-2 Wakaba, Mihama-ku, Chiba City, Chiba Prefecture"
D112310000073,12,3,Shibuya Educational Academy Makuhari High School,"1-3 Wakaba, Mihama-ku, Chiba City, Chiba Prefecture"
D112310000082,12,3,Meisei High School,"10-23 Honchiba-cho, Chuo-ku, Chiba City, Chiba Prefecture"
D112310000091,12,3,Sakurabayashi High School,"1-17-32 Sakuragikita, Wakaba-ku, Chiba City, Chiba Prefecture"
D112310000108,12,3,Showa Gakuin High School,"2-17-1 Higashikanno, Ichikawa City, Chiba Prefecture"
D112310000117,12,3,Ichikawa High School,"2-38-1 Honkitakata, Ichikawa City, Chiba Prefecture"
D112310000126,12,3,Wayo Kokufudai Girls' High School,"2-3-1 Kokufudai, Ichikawa City, Chiba Prefecture"
D112310000135,12,3,Hiji Gakuen High School,"3-23-1 Kanno, Ichikawa City, Chiba Prefecture"
D112310000144,12,3,Chiba University of Commerce High School,"2-10-1 Chugokubu, Ichikawa City, Chiba Prefecture"
D112310000153,12,3,Kokufudai Women's Academy High School,"3-24-1 Kanno, Ichikawa City, Chiba Prefecture"
D112310000162,12,3,Fuji Girls High School,"4-5-7 Yahata, Ichikawa City, Chiba Prefecture"
D112310000171,12,3,Toyo High School,"2-665-1 Iiyama Mitsurucho, Funabashi City, Chiba Prefecture"
D112310000180,12,3,Nihon University Gakushu Shino High School,"7-24-24 Narashinodai, Funabashi City, Chiba Prefecture"
D112310000199,12,3,Chiba Nihon University Daiichi High School,"8-34-1 Narashinodai, Funabashi City, Chiba Prefecture"
D112310000206,12,3,Tokyo Gakkan Funabashi High School,"577 Toyotomicho, Funabashi City, Chiba Prefecture"
D112310000215,12,3,Nakayama Gakuen High School,"3-34-10 Honmachi, Funabashi City, Chiba Prefecture"
D112310000224,12,3,Chiba Prefecture Awa Nishi High School,"2311-3 Hojo, Tateyama City, Chiba Prefecture"
D112310000233,12,3,Takushoku University Koryo High School,"1403 Sakurai, Kisarazu City, Chiba Prefecture"
D112310000242,12,3,Hyosei International High School,"1083 Yana, Kisarazu City, Chiba Prefecture"
D112310000251,12,3,Shigakukan High School,"3-29-1 Mafune, Kisarazu City, Chiba Prefecture"
D112310000260,12,3,Kisarazu Sogo High School,"3-4-1 Higashiota, Kisarazu City, Chiba Prefecture"
D112310000279,12,3,Senshu University Matsudo High School,"2-3621 Kamihongo, Matsudo City, Chiba Prefecture"
D112310000288,12,3,Koei VERITAS High School,"600 Akiyama, Matsudo City, Chiba Prefecture"
D112310000297,12,3,Seibudai Chiba High School,"2241-2 Ozaki, Noda City, Chiba Prefecture"
D112310000304,12,3,Azusa Daiichi High School,"405-1 Noda, Noda City, Chiba Prefecture"
D112310000313,12,3,Chiba Moeyo High School,"3371 Saharai, Katori City, Chiba Prefecture"
D112310000322,12,3,Narita High School,"27 Narita, Narita City, Chiba Prefecture"
D112310000331,12,3,Chiba Gakugei High School,"1999 Tama, Togane City, Chiba Prefecture"
D112310000340,12,3,Keiai University Yokaichiba High School,"390 Yokaichiba Ro, Sosa City, Chiba Prefecture"
D112310000359,12,3,Toho High School attached to Toho University,"2-1-37 Izumicho, Narashino City, Chiba Prefecture"
D112310000368,12,3,Reitaku High School,"2-1-1 Hikarigaoka, Kashiwa City, Chiba Prefecture"
D112310000377,12,3,Shibaura Institute of Technology Kashiwa High School,"700 Masuo, Kashiwa City, Chiba Prefecture"
D112310000386,12,3,Nippon Sport Science University Kashiwa High School,"944 Tobari, Kashiwa City, Chiba Prefecture"
D112310000395,12,3,Kashiwa High School attached to Ryutsu Keizai University,"21-20 Juyo, Kashiwa City, Chiba Prefecture"
D112310000402,12,3,Tokai University Ichihara Nozomi High School,"1531 Noman, Ichihara City, Chiba Prefecture"
D112310000411,12,3,Ichihara Chuo High School,"1481-1 Tsuchiu, Ichihara City, Chiba Prefecture"
D112310000420,12,3,Chiba Eiwa High School,"709-1 Murakami, Yachiyo City, Chiba Prefecture"
D112310000439,12,3,Yachiyo Shoin High School,"727 Murakami, Yachiyo City, Chiba Prefecture"
D112310000448,12,3,Hidemei Yachiyo High School Affiliated with Hidemei University Faculty of Teacher Education,"803 Kuwabashi, Yachiyo City, Chiba Prefecture"
D112310000457,12,3,Abiko Nikaido High School,"479-1 Kuderaya, Abiko City, Chiba Prefecture"
D112310000466,12,3,Chuo Gakuin High School,"765 Miyakobe, Abiko City, Chiba Prefecture"
D112310000475,12,3,Kamogawa Reitoku High School,"815 Yokonagisa, Kamogawa City, Chiba Prefecture"
D112310000484,12,3,Shorin High School,"1348-1 Sancho, Kimitsu City, Chiba Prefecture"
D112310000493,12,3,Tokai University Urayasu High School,"3-11-1 Higashino, Urayasu City, Chiba Prefecture"
D112310000509,12,3,Tokyo Gakkan Urayasu High School,"1-23-1 Takasu, Urayasu City, Chiba Prefecture"
D112310000518,12,3,Chiba Keiai High School,"1522 Yotsukaido, Yotsukaido City, Chiba Prefecture"
D112310000527,12,3,Aikoku Gakuen University Yotsukaido High School,"1532-16 Yotsukaido, Yotsukaido City, Chiba Prefecture"
D112310000536,12,3,Nishogakusha University Kashiwa High School,"2590 Oi, Kashiwa City, Chiba Prefecture"
D112310000545,12,3,Tokyo Gakkan High School,"21 Isano, Shisui-cho, Inba-gun, Chiba Prefecture"
D112310000554,12,3,Chiba Reimei High School,"625 Yachimataho, Yachimata City, Chiba Prefecture"
D112310000563,12,3,Yokoshiba Keiai High School,"4508 Kuriyama, Yokoshibahikari-cho, Sammu-gun, Chiba Prefecture"
D112310000572,12,3,Mobara Hokuryo High School,"128 Yoshiinoue, Mobara City, Chiba Prefecture"
D112310000581,12,3,Wasegaku High School,"252-2 Mukodai, Iizasa, Tako-machi, Katori-gun, Chiba Prefecture"
D112310000590,12,3,Chuo Kokusai High School,"1528 Kubo, Onjuku-cho, Isumi-gun, Chiba Prefecture"
D113110000012,13,1,Tokyo Gakugei University High School,"4-1-5 Shimouma, Setagaya-ku, Tokyo"
D113110000021,13,1,University of Tsukuba High School,"1-9-1 Otsuka, Bunkyo-ku, Tokyo"
D113110000030,13,1,University of Tsukuba Komaba High School,"4-7-1 Ikejiri, Setagaya-ku, Tokyo"
D113110000049,13,1,Tokyo Institute of Technology High School of Science and Technology,"3-3-6 Shibaura, Minato-ku, Tokyo"
D113110000058,13,1,Tokyo University of the Arts Faculty of Music High School of Music,"12-8 Ueno Koen, Taito-ku, Tokyo"
D113110000067,13,1,Ochanomizu University High School,"2-1-1 Otsuka, Bunkyo-ku, Tokyo"
D113299901013,13,2,Tokyo Metropolitan Hitotsubashi High School,"1-12-13 Higashikanda, Chiyoda-ku, Tokyo"
D113299901022,13,2,Tokyo Metropolitan Hibiya High School,"2-16-1 Nagatacho, Chiyoda-ku, Tokyo"
D113299901031,13,2,Tokyo Metropolitan Mita High School,"1-4-46 Mita, Minato-ku, Tokyo"
D113299901040,13,2,Tokyo Metropolitan Osaki High School,"2-1-7 Toyomachi, Shinagawa-ku, Tokyo"
D113299901059,13,2,Tokyo Metropolitan Yashio High School,"3-27-22 Higashi-Shinagawa, Shinagawa-ku, Tokyo"
D113299901068,13,2,Tokyo Metropolitan Koyamadai High School,"3-3-32 Oyama, Shinagawa-ku, Tokyo"
D113299901077,13,2,Tokyo Metropolitan Yukitani High School,"1-14-1 Kugahara, Ota-ku, Tokyo"
D113299901086,13,2,Tokyo Metropolitan Omori High School,"2-2-1 Nishi Kamata, Ota-ku, Tokyo"
D113299901095,13,2,Tokyo Metropolitan Denenchofu High School,"27-1 Denenchofu Minami, Ota-ku, Tokyo"
D113299901102,13,2,Tokyo Metropolitan Kamata High School,"1-1-30 Kamatahonmachi, Ota-ku, Tokyo"
D113299901111,13,2,Tokyo Tachibasa Sogo High School,"3-11-5 Motohaneda, Ota-ku, Tokyo"
D113299901120,13,2,Tokyo Metropolitan Roppongi High School,"6-16-36 Roppongi, Minato-ku, Tokyo"
D113299901139,13,2,Tokyo Metropolitan Rokugo Technical High School,"2-18-2 Higashirokugo, Ota-ku, Tokyo"
D113299901148,13,2,Tokyo Metropolitan Mihara High School,"1-33-1 Omori Higashi, Ota-ku, Tokyo"
D113299901157,13,2,Tokyo Metropolitan Shiba Commercial High School,"1-8-25 Kaigan, Minato-ku, Tokyo"
D113299901166,13,2,Tokyo Metropolitan Ota Sakuradai High School,"3-11-10 Nakamagome, Ota-ku, Tokyo"
D113299902012,13,2,Tokyo Metropolitan Toyama High School,"3-19-1 Toyama, Shinjuku-ku, Tokyo"
D113299902021,13,2,Tokyo Metropolitan Komaba High School,"2-18-1 Ohashi, Meguro-ku, Tokyo"
D113299902030,13,2,Tokyo Metropolitan Meguro High School,"2-7-15 Yutenji, Meguro-ku, Tokyo"
D113299902049,13,2,Tokyo Metropolitan Shinjuku High School,"11-4 Naitocho, Shinjuku-ku, Tokyo"
D113299902058,13,2,Tokyo Metropolitan Aoyama High School,"2-1-8 Jingumae, Shibuya-ku, Tokyo"
D113299902067,13,2,Tokyo Metropolitan Hiroo High School,"4-14-14 Higashi, Shibuya-ku, Tokyo"
D113299902076,13,2,Tokyo Metropolitan Matsubara High School,"4-3-5 Sakurajosui, Setagaya-ku, Tokyo"
D113299902085,13,2,Tokyo Metropolitan Sakuramachi High School,"2-4-1 Yoga, Setagaya-ku, Tokyo"
D113299902094,13,2,Tokyo Metropolitan Chitoseoka High School,"3-18-1 Funabashi, Setagaya-ku, Tokyo"
D113299902101,13,2,Tokyo Metropolitan Fukasawa High School,"7-3-14 Fukasawa, Setagaya-ku, Tokyo"
D113299902110,13,2,Tokyo Metropolitan Setagaya Izumi High School,"9-22-1 Kitakarasuyama, Setagaya-ku, Tokyo"
D113299902129,13,2,Tokyo Metropolitan Setagaya Sogo High School,"2-9-1 Okamoto, Setagaya-ku, Tokyo"
D113299902138,13,2,Tokyo Metropolitan Shinjuku Yamabuki High School,"81 Yamabukicho, Shinjuku-ku, Tokyo"
D113299902147,13,2,Tokyo Metropolitan Ashika High School,"3-8-1 Kasuya, Setagaya-ku, Tokyo"
D113299902156,13,2,Tokyo Metropolitan Daiichi Commercial High School,"8-1 Hachiyamacho, Shibuya-ku, Tokyo"
D113299902165,13,2,Tokyo Metropolitan Polytechnic High School,"9-25-1 Seijo, Setagaya-ku, Tokyo"
D113299902174,13,2,Tokyo Metropolitan Gardening High School,"5-38-1 Fukasawa, Setagaya-ku, Tokyo"
D113299902183,13,2,Tokyo Metropolitan Kokusai High School,"2-19-59 Komaba, Meguro-ku, Tokyo"
D113299902192,13,2,Tokyo Metropolitan Arts High School,"22-1 Fukucho, Shinjuku-ku, Tokyo"
D113299903011,13,2,Tokyo Metropolitan Saginomiya High School,"3-46-8 Wakamiya, Nakano-ku, Tokyo"
D113299903020,13,2,Tokyo Metropolitan Fuji High School,"5-21-1 Yayoi-cho, Nakano-ku, Tokyo"
D113299903039,13,2,Tokyo Metropolitan Musashioka High School,"2-14-1 Kamisaginomiya, Nakano-ku, Tokyo"
D113299903048,13,2,Tokyo Metropolitan Ogikubo High School,"5-7-20 Ogikubo, Suginami-ku, Tokyo"
D113299903057,13,2,Tokyo Metropolitan Nishi High School,"4-21-32 Miyamae, Suginami-ku, Tokyo"
D113299903066,13,2,Tokyo Metropolitan Toyotama High School,"2-6-18 Narita Nishi, Suginami-ku, Tokyo"
D113299903075,13,2,Tokyo Metropolitan Suginami High School,"4-15-15 Narita Nishi, Suginami-ku, Tokyo"
D113299903084,13,2,Tokyo Metropolitan Shakujii High School,"4-32-48 Sekimachi Kita, Nerima-ku, Tokyo"
D113299903093,13,2,Tokyo Metropolitan Igusa High School,"2-2-43 Kamishakujii, Nerima-ku, Tokyo"
D113299903100,13,2,Tokyo Metropolitan Oizumi High School,"5-3-1 Higashioizumi, Nerima-ku, Tokyo"
D113299903119,13,2,Tokyo Metropolitan Nerima High School,"4-28-25 Kasugacho, Nerima-ku, Tokyo"
D113299903128,13,2,Tokyo Metropolitan Mitsuoka High School,"2-1-35 Asahicho, Nerima-ku, Tokyo"
D113299903137,13,2,Tokyo Metropolitan Tagara High School,"2-3-1 Hikarigaoka, Nerima-ku, Tokyo"
D113299903146,13,2,Tokyo Metropolitan Suginami Sogo High School,"5-17-1 Shimotakaido, Suginami-ku, Tokyo"
D113299903155,13,2,Tokyo Metropolitan Minorugaoka High School,"5-11-1 Kamisaginomiya, Nakano-ku, Tokyo"
D113299903164,13,2,Tokyo Metropolitan Oizumizakura High School,"3-5-7 Oizumi-cho, Nerima-ku, Tokyo"
D113299903173,13,2,Tokyo Metropolitan Daishi Commercial High School,"3-45-19 Nukui, Nerima-ku, Tokyo"
D113299903182,13,2,Tokyo Metropolitan Nakano Technical High School,"3-5-5 Nogata, Nakano-ku, Tokyo"
D113299903191,13,2,Tokyo Metropolitan Suginami Technical High School,"4-13-31 Kamiigusa, Suginami-ku, Tokyo"
D113299903208,13,2,Tokyo Metropolitan Nerima Technical High School,"2-9-18 Hayamiya, Nerima-ku, Tokyo"
D113299903217,13,2,Tokyo Metropolitan Agricultural High School,"3-25-1 Imagawa, Suginami-ku, Tokyo"
D113299904010,13,2,Tokyo Metropolitan Takehaya High School,"4-2-1 Koishikawa, Bunkyo-ku, Tokyo"
D113299904029,13,2,Tokyo Metropolitan Mukaioka High School,"1-11-18 Mukaioka, Bunkyo-ku, Tokyo"
D113299904038,13,2,Tokyo Metropolitan Toshima High School,"4-9-21 Chihaya, Toshima-ku, Tokyo"
D113299904047,13,2,Tokyo Metropolitan Bunkyo High School,"1-1-5 Nishisugamo, Toshima-ku, Tokyo"
D113299904056,13,2,Tokyo Metropolitan Kitazono High School,"4-14-1 Itabashi, Itabashi-ku, Tokyo"
D113299904065,13,2,Tokyo Metropolitan Itabashi High School,"1-54-1 Otaniguchi, Itabashi-ku, Tokyo"
D113299904074,13,2,Tokyo Metropolitan Oyama High School,"5-18-1 Komone, Itabashi-ku, Tokyo"
D113299904083,13,2,Tokyo Metropolitan Takashima High School,"3-7-1 Takashimadaira, Itabashi-ku, Tokyo"
D113299904092,13,2,Tokyo Metropolitan Kirigaoka High School,"3-5-22 Akabane Kita, Kita-ku, Tokyo"
